name,freq_in_corpus
Володимирівна,0.09909283909661754
Іванівна,0.09824747913017576
Миколаївна,0.07676765089195077
Василівна,0.06399438988385903
Петрівна,0.054125452699868355
Михайлівна,0.051928797635553754
Олександрівна,0.047894125068445315
Федорівна,0.02584752139817413
Григорівна,0.025777074734303983
Павлівна,0.025207097181172793
Сергіївна,0.02361564300192446
Анатоліївна,0.022831123336097815
Вікторівна,0.022757474551142663
Андріївна,0.022197103361266488
Степанівна,0.021976157006401025
Олексіївна,0.021819253073235696
Дмитрівна,0.017842218685657368
Юріївна,0.014111747621624555
Борисівна,0.01244344253633606
Семенівна,0.012126432548920396
Яківна,0.009270140541094415
Леонідівна,0.009231715088074334
Георгіївна,0.00817501513002212
Йосипівна,0.007941260290816632
Костянтинівна,0.007476952733490659
Антонівна,0.007368080616600431
Валеріївна,0.00624093399467807
Євгенівна,0.006100040666937775
Віталіївна,0.006090434303682755
Ігорівна,0.005670956441546877
Валентинівна,0.005200244642050891
Пилипівна,0.004896043138975253
Романівна,0.004591841635899616
Олегівна,0.004191576500273779
Іллівна,0.0041339383207436575
Кирилівна,0.0041339383207436575
Станіславівна,0.003951417418898276
Тимофіївна,0.0034614928928922493
Марківна,0.0033846419868520886
Максимівна,0.003314195322981941
Львівна,0.003141280784391579
Богданівна,0.003128472300051552
Гаврилівна,0.003009993819906304
Данилівна,0.0029939832144812704
Сидорівна,0.0029779726090562366
Юхимівна,0.0027570262541907744
Геннадіївна,0.0025905159577704253
Микитівна,0.0025296756571552975
Леонтіївна,0.0021486232480395
Панасівна,0.0019276768931740372
Трохимівна,0.0018732408347289233
Вадимівна,0.0018316132606238358
Аркадіївна,0.001793187807603756
Прокопівна,0.0017323475069886281
Карлівна,0.0017291453859036212
Гнатівна,0.001636283874438427
Галактіонівна,0.0016330817533534204
Захарівна,0.0016138690268433801
Матвіївна,0.0015946563003333399
Євгеніївна,0.0015178053942931787
Омелянівна,0.0015178053942931787
Кузьмівна,0.0014953905466981317
Опанасівна,0.0014825820623581049
Тарасівна,0.001450560851508038
Карпівна,0.0014345502460830044
Германівна,0.0014249438828279842
Митрофанівна,0.0014121353984879574
Тихонівна,0.0013801141876378907
Всеволодівна,0.0013673057032978634
Адамівна,0.001354497218957837
Едуардівна,0.001255231465322629
Якимівна,0.001252029344237622
Миронівна,0.001232816617727582
Єгорівна,0.0012071996490475283
Макарівна,0.0011399551062623873
Корніївна,0.0011111360164973271
Давидівна,0.0010182745050321324
Никифорівна,0.0009990617785220924
Мирославівна,0.000960636325502012
Денисівна,0.0009542320833319985
Уласівна,0.0009542320833319985
Владиславівна,0.0009510299622469919
Леонівна,0.0009446257200769783
Остапівна,0.0009446257200769783
Артемівна,0.0009126045092269113
Кіндратівна,0.0008517642086117841
Савівна,0.0008357536031867503
Харитонівна,0.0008357536031867503
Самійлівна,0.0008325514821017438
Іларіонівна,0.0008133387555917035
Наумівна,0.0007845196658266431
Хомівна,0.0007653069393166028
Терентіївна,0.0007492963338915693
Лазарівна,0.0007428920917215559
Хведорівна,0.0007396899706365492
Казимирівна,0.0007332857284665358
Федотівна,0.0007332857284665358
Мойсеївна,0.000707668759786482
Луківна,0.0007044666387014753
Юліанівна,0.000675647548936415
Стефанівна,0.0006372220959163347
Орестівна,0.0006340199748313278
Анатолівна,0.0006308178537463212
Ростиславівна,0.0006308178537463212
Савеліївна,0.0005443605844511402
Теодорівна,0.0005411584633661334
Густавівна,0.0005315521001111134
Абрамівна,0.0004963287681760396
Феодосіївна,0.0004867224049210194
Нилівна,0.00047711604166599924
Федосіївна,0.00047711604166599924
Броніславівна,0.00046750967841097915
Мефодіївна,0.0004643075573259724
Оксентіївна,0.00046110543624096567
Архипівна,0.0004547011940709524
Осипівна,0.0004514990729859456
Лаврентіївна,0.00043869058864591873
Леопольдівна,0.00043869058864591873
Соломонівна,0.00043869058864591873
Афанасіївна,0.00043548846756091207
Ізотівна,0.00043548846756091207
Климівна,0.0004322863464759053
Платонівна,0.0004322863464759053
Порфирівна,0.0004322863464759053
Аврамівна,0.0004226799832208852
Власівна,0.0004162757410508719
Герасимівна,0.00040666937779585175
Альбертівна,0.0004034672567108451
Іоанівна,0.0004034672567108451
Назарівна,0.0003938608934558249
Никонівна,0.00038105240911579804
Онуфріївна,0.0003778502880307914
Адольфівна,0.0003746481669457847
Калістратівна,0.0003618396826057578
Родіонівна,0.0003554354404357444
Мстиславівна,0.0003458290771807243
Єфремівна,0.0003426269560957176
Русланівна,0.0003426269560957176
Сильвестрівна,0.0003394248350107109
Любомирівна,0.0003362227139257042
Несторівна,0.00033302059284069744
Варфоломіївна,0.00032341422958567735
Григоріївна,0.00032341422958567735
Веніамінівна,0.00032021210850067064
Пантелеймонівна,0.00032021210850067064
Прохорівна,0.00032021210850067064
Мокіївна,0.0003106057452456505
Устимівна,0.0003106057452456505
Пантеліївна,0.0003042015030756371
Арсентіївна,0.0003009993819906304
Полікарпівна,0.0003009993819906304
Феліксівна,0.0003009993819906304
Мартинівна,0.000294595139820617
Спиридонівна,0.0002817866554805902
Євдокимівна,0.00027218029222557004
Онисимівна,0.00025616968680053647
Юліївна,0.00025616968680053647
Андріянівна,0.0002529675657155298
Генріхівна,0.0002529675657155298
Святославівна,0.00024656332354551643
Глібівна,0.0002433612024605097
Ісааківна,0.0002433612024605097
Ярославівна,0.0002433612024605097
Ільківна,0.000240159081375503
Гордіївна,0.00023695696029049626
Ананіївна,0.00022414847595046943
Вікентіївна,0.00022414847595046943
Феофанівна,0.00021454211269544932
Никанорівна,0.0002113399916104426
Філаретівна,0.00020493574944042918
Серафимівна,0.00020173362835542252
Арсеніївна,0.00019853150727041583
Євстахіївна,0.00019853150727041583
Іполитівна,0.00019853150727041583
Амвросіївна,0.0001953293861854091
Титівна,0.0001953293861854091
Овсіївна,0.00019212726510040238
Софронівна,0.00019212726510040238
Арсенівна,0.0001889251440153957
Болеславівна,0.00018572302293038898
Ничипорівна,0.00017931878076037555
Ігнатівна,0.00017611665967536883
Ізраїлівна,0.00017291453859036215
Йосифівна,0.00017291453859036215
Артурівна,0.00016971241750535546
Харлампіївна,0.00016971241750535546
Вільгельмівна,0.00016651029642034872
Рудольфівна,0.000163308175335342
Іоаннівна,0.00015370181208032192
Андріанівна,0.0001504996909953152
Вітольдівна,0.0001504996909953152
Ігнатіївна,0.0001504996909953152
Антипівна,0.0001472975699103085
Зеновіївна,0.0001472975699103085
Зенонівна,0.0001472975699103085
Самсонівна,0.0001440954488253018
Августівна,0.0001408933277402951
Валеріанівна,0.00013769120665528837
Ісаївна,0.00013769120665528837
Модестівна,0.00013769120665528837
Робертівна,0.00013769120665528837
Теодозіївна,0.00013769120665528837
Капітонівна,0.00013448908557028166
Тадеївна,0.00013448908557028166
Филимонівна,0.00013448908557028166
Трифонівна,0.00012808484340026823
Аполлонівна,0.00012488272231526155
Купріянівна,0.00012168060123025485
Зиновіївна,0.00011847848014524813
Єлисеївна,0.00011207423797523472
Свиридівна,0.00010887211689022802
Арнольдівна,0.00010566999580522133
Євстафіївна,0.00010566999580522133
Єрмолаївна,0.00010566999580522133
Пимонівна,0.00010566999580522133
Емануїлівна,0.00010246787472021459
Рюриківна,0.00010246787472021459
Теофілівна,0.00010246787472021459
Віссаріонівна,9.92657536352079e-05
Єреміївна,9.606363255020119e-05
Потапівна,9.606363255020119e-05
Устинівна,9.286151146519449e-05
Вацлавівна,8.965939038018777e-05
Еммануїлівна,8.965939038018777e-05
Ксенофонтівна,8.965939038018777e-05
Сигізмундівна,8.965939038018777e-05
Августинівна,8.645726929518107e-05
Єфимівна,8.645726929518107e-05
Інокентіївна,8.645726929518107e-05
Фрідріхівна,8.645726929518107e-05
Авксентіївна,8.005302712516766e-05
Венедиктівна,8.005302712516766e-05
Дементіївна,8.005302712516766e-05
Дорофіївна,7.685090604016096e-05
Альфредівна,7.364878495515424e-05
Ларіонівна,7.364878495515424e-05
Парфентіївна,7.364878495515424e-05
Андронівна,7.044666387014753e-05
Феоктистівна,7.044666387014753e-05
Євменівна,6.724454278514083e-05
Юзефівна,6.404242170013412e-05
Зіновіївна,6.084030061512742e-05
Порфиріївна,6.084030061512742e-05
Владленівна,5.763817953012071e-05
Євграфівна,5.763817953012071e-05
Клавдіївна,5.763817953012071e-05
Мусіївна,5.763817953012071e-05
Никодимівна,5.763817953012071e-05
Яремівна,5.763817953012071e-05
Охрімівна,5.443605844511401e-05
Севастянівна,5.443605844511401e-05
Тодосівна,5.443605844511401e-05
Аристархівна,5.1233937360107295e-05
Ашотівна,5.1233937360107295e-05
Левівна,5.1233937360107295e-05
Наркисівна,5.1233937360107295e-05
Парфенівна,5.1233937360107295e-05
Віталівна,4.8031816275100594e-05
Ернестівна,4.8031816275100594e-05
Йванівна,4.8031816275100594e-05
Никандрівна,4.8031816275100594e-05
Вольфівна,4.482969519009389e-05
Енверівна,4.482969519009389e-05
Фомівна,4.482969519009389e-05
Анастасіївна,4.162757410508718e-05
Корнилівна,4.162757410508718e-05
Леонтівна,4.162757410508718e-05
Михеївна,4.162757410508718e-05
Тимурівна,4.162757410508718e-05
Фролівна,4.162757410508718e-05
Вереміївна,3.842545302008047e-05
Гургенівна,3.842545302008047e-05
Панкратіївна,3.842545302008047e-05
Парамонівна,3.842545302008047e-05
Адріанівна,3.5223331935073765e-05
Євсіївна,3.5223331935073765e-05
Іпатіївна,3.5223331935073765e-05
Іракліївна,3.5223331935073765e-05
Оскарівна,3.5223331935073765e-05
Абдурахманівна,3.202121085006706e-05
Авдіївна,3.202121085006706e-05
Александрівна,3.202121085006706e-05
Варламівна,3.202121085006706e-05
Євтихіївна,3.202121085006706e-05
Ісидорівна,3.202121085006706e-05
Іштванівна,3.202121085006706e-05
Панкратівна,3.202121085006706e-05
Рубенівна,3.202121085006706e-05
Фадеївна,3.202121085006706e-05
Янівна,3.202121085006706e-05
Владиленівна,2.8819089765060354e-05
Золтанівна,2.8819089765060354e-05
Йосафатівна,2.8819089765060354e-05
